table,variable,value,label
person,job_type,3,"Work ONLY from home or remotely (telework, self-employed)"
person,job_type,4,"Drive/bike/travel for work (driver, sales, deliveries)"
person,job_type,5,Telework some days and travel to a work location some days
person,job_type,995,Missing
person,job_type_pre_covid,1,Went to one work location ONLY (outside of home)
person,job_type_pre_covid,2,Work location regularly varied (different offices/jobsites)
person,job_type_pre_covid,3,"Worked ONLY from home or remotely (telework, self-employed)"
person,job_type_pre_covid,4,"Drove/biked/traveled for work (driver, sales, deliveries)"
person,job_type_pre_covid,5,Teleworked some days and traveled to a work location some days
person,job_type_pre_covid,995,Missing
person,job_type_post_covid,1,Go to one work location ONLY (outside of home)
person,job_type_post_covid,2,Work location regularly varies (different offices/jobsites)
person,job_type_post_covid,3,"Work ONLY from home or remotely (telework, self-employed)"
person,job_type_post_covid,4,"Drive/bike/travel for work (driver, sales, deliveries)"
person,job_type_post_covid,5,Telework some days and travel to a work location some days
person,job_type_post_covid,995,Missing
person,work_freq,1,6-7 days a week
person,work_freq,2,5 days a week
person,work_freq,3,4 days a week
person,work_freq,4,3 days a week
person,work_freq,5,2 days a week
person,work_freq,6,1 day a week
person,work_freq,7,9 days every 2 weeks
person,work_freq,995,Missing
person,work_freq,997,Other
person,work_hours,1,50 or more
person,work_hours,2,40 to 49
person,work_hours,3,35 to 39
person,work_hours,4,30 to 34
person,work_hours,5,20 to 29
person,work_hours,6,10 to 19
person,work_hours,7,Fewer than 10
person,work_hours,8,Hours vary greatly week to week
person,work_hours,995,Missing
person,work_mode,1,"Walk, jog, or roll using a mobility device"
person,work_mode,100,Household vehicle (or motorcycle)
person,work_mode,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)"
person,work_mode,102,"Bus, shuttle, or vanpool"
person,work_mode,103,Bicycle or e-bicycle
person,work_mode,104,Other
person,work_mode,105,"Rail (e.g., light rail)"
person,work_mode,106,"Uber/Lyft, taxi, or car service"
person,work_mode,107,"Scooter, moped, or skateboard"
person,work_mode,201,SouthWest Prime or MVTA Connect
person,work_mode,995,Missing
person,work_mode_pre_covid,1,"Walk, jog, or roll using a mobility device"
person,work_mode_pre_covid,100,Household vehicle (or motorcycle)
person,work_mode_pre_covid,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)"
person,work_mode_pre_covid,102,"Bus, shuttle, or vanpool"
person,work_mode_pre_covid,103,Bicycle or e-bicycle
person,work_mode_pre_covid,105,"Rail (e.g., light rail)"
person,work_mode_pre_covid,106,"Uber/Lyft, taxi, or car service"
person,work_mode_pre_covid,107,"Scooter, moped, or skateboard"
person,work_mode_pre_covid,201,SouthWest Prime or MVTA Connect
person,work_mode_pre_covid,995,Missing
person,work_mode_pre_covid,997,Other
person,work_mode_seasonality,1,Yes
person,work_mode_seasonality,2,No
person,work_mode_seasonality,995,Missing
person,work_mode_season,1,"Walk, jog, or roll using a mobility device"
person,work_mode_season,100,Household vehicle (or motorcycle)
person,work_mode_season,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)"
person,work_mode_season,102,"Bus, shuttle, or vanpool"
person,work_mode_season,103,Bicycle or e-bicycle
person,work_mode_season,104,Other
person,work_mode_season,105,"Rail (e.g., light rail)"
person,work_mode_season,106,"Uber/Lyft, taxi, or car service"
person,work_mode_season,107,"Scooter, moped, or skateboard"
person,work_mode_season,201,SouthWest Prime or MVTA Connect
person,work_mode_season,995,Missing
person,work_county,995,Missing
person,work_county,27001,Aitkin
person,work_county,27003,Anoka
person,work_county,27005,Becker
person,work_county,27007,Beltrami
person,work_county,27009,Benton
person,work_county,27011,Big Stone
person,work_county,27013,Blue Earth
person,work_county,27015,Brown
person,work_county,27017,Carlton
person,work_county,27019,Carver
person,work_county,27021,Cass
person,work_county,27023,Chippewa
person,work_county,27025,Chisago
person,work_county,27027,Clay
person,work_county,27029,Clearwater
person,work_county,27031,Cook
person,work_county,27033,Cottonwood
person,work_county,27035,Crow Wing
person,work_county,27037,Dakota
person,work_county,27039,Dodge
person,work_county,27041,Douglas
person,work_county,27043,Faribault
person,work_county,27045,Fillmore
person,work_county,27047,Freeborn
person,work_county,27049,Goodhue
person,work_county,27051,Grant
person,work_county,27053,Hennepin
person,work_county,27055,Houston
person,work_county,27057,Hubbard
person,work_county,27059,Isanti
person,work_county,27061,Itasca
person,work_county,27063,Jackson
person,work_county,27065,Kanabec
person,work_county,27067,Kandiyohi
person,work_county,27069,Kittson
person,work_county,27071,Koochiching
person,work_county,27073,Lac qui Parle
person,work_county,27075,Lake
person,work_county,27077,Lake of the Woods
person,work_county,27079,Le Sueur
person,work_county,27081,Lincoln
person,work_county,27083,Lyon
person,work_county,27085,McLeod
person,work_county,27087,Mahnomen
person,work_county,27089,Marshall
person,work_county,27091,Martin
person,work_county,27093,Meeker
person,work_county,27095,Mille Lacs
person,work_county,27097,Morrison
person,work_county,27099,Mower
person,work_county,27101,Murray
person,work_county,27103,Nicollet
person,work_county,27105,Nobles
person,work_county,27107,Norman
person,work_county,27109,Olmsted
person,work_county,27111,Otter Tail
person,work_county,27113,Pennington
person,work_county,27115,Pine
person,work_county,27117,Pipestone
person,work_county,27119,Polk
person,work_county,27121,Pope
person,work_county,27123,Ramsey
person,work_county,27125,Red Lake
person,work_county,27127,Redwood
person,work_county,27129,Renville
person,work_county,27131,Rice
person,work_county,27133,Rock
person,work_county,27135,Roseau
person,work_county,27137,St Louis
person,work_county,27139,Scott
person,work_county,27141,Sherburne
person,work_county,27143,Sibley
person,work_county,27145,Stearns
person,work_county,27147,Steele
person,work_county,27149,Stevens
person,work_county,27151,Swift
person,work_county,27153,Todd
person,work_county,27155,Traverse
person,work_county,27157,Wabasha
person,work_county,27159,Wadena
person,work_county,27161,Waseca
person,work_county,27163,Washington
person,work_county,27165,Watonwan
person,work_county,27167,Wilkin
person,work_county,27169,Winona
person,work_county,27171,Wright
person,work_county,27173,Yellow Medicine
person,work_county,55001,Adams
person,work_county,55003,Ashland
person,work_county,55005,Barron
person,work_county,55007,Bayfield
person,work_county,55009,Brown
person,work_county,55011,Buffalo
person,work_county,55013,Burnett
person,work_county,55015,Calumet
person,work_county,55017,Chippewa
person,work_county,55019,Clark
person,work_county,55021,Columbia
person,work_county,55023,Crawford
person,work_county,55025,Dane
person,work_county,55027,Dodge
person,work_county,55029,Door
person,work_county,55031,Douglas
person,work_county,55033,Dunn
person,work_county,55035,Eau Claire
person,work_county,55037,Florence
person,work_county,55039,Fond du Lac
person,work_county,55041,Forest
person,work_county,55043,Grant
person,work_county,55045,Green
person,work_county,55047,Green Lake
person,work_county,55049,Iowa
person,work_county,55051,Iron
person,work_county,55053,Jackson
person,work_county,55055,Jefferson
person,work_county,55057,Juneau
person,work_county,55059,Kenosha
person,work_county,55061,Kewaunee
person,work_county,55063,La Crosse
person,work_county,55065,Lafayette
person,work_county,55067,Langlade
person,work_county,55069,Lincoln
person,work_county,55071,Manitowoc
person,work_county,55073,Marathon
person,work_county,55075,Marinette
person,work_county,55077,Marquette
person,work_county,55078,Menominee
person,work_county,55079,Milwaukee
person,work_county,55081,Monroe
person,work_county,55083,Oconto
person,work_county,55085,Oneida
person,work_county,55087,Outagamie
person,work_county,55089,Ozaukee
person,work_county,55091,Pepin
person,work_county,55093,Pierce
person,work_county,55095,Polk
person,work_county,55097,Portage
person,work_county,55099,Price
person,work_county,55101,Racine
person,work_county,55103,Richland
person,work_county,55105,Rock
person,work_county,55107,Rusk
person,work_county,55109,St Croix
person,work_county,55111,Sauk
person,work_county,55113,Sawyer
person,work_county,55115,Shawano
person,work_county,55117,Sheboygan
person,work_county,55119,Taylor
person,work_county,55121,Trempealeau
person,work_county,55123,Vernon
person,work_county,55125,Vilas
person,work_county,55127,Walworth
person,work_county,55129,Washburn
person,work_county,55131,Washington
person,work_county,55133,Waukesha
person,work_county,55135,Waupaca
person,work_county,55137,Waushara
person,work_county,55139,Winnebago
person,work_county,55141,Wood
person,work_state,27,Minnesota
person,work_state,55,Wisconsin
person,work_state,995,Missing
person,work_in_region,0,Not in study region
person,work_in_region,1,In study region
person,work_in_region,995,Missing
person,work_park_pay,1,"Parking is always free at/near work, at park & ride, etc."
person,work_park_pay,2,Employer pays ALL parking costs (for me)
person,work_park_pay,3,Employer offers discounted parking (I pay some)
person,work_park_pay,4,I pay some or all parking costs with a pre-tax transportation card
person,work_park_pay,5,I pay some or all parking costs (employer pays none)
person,work_park_pay,995,Missing
person,work_park_pay,998,Don't know
person,work_offers_bike_tune,0,Not selected
person,work_offers_bike_tune,1,Selected
person,work_offers_bike_tune,995,Missing
person,work_offers_bikeshare,0,Not selected
person,work_offers_bikeshare,1,Selected
person,work_offers_bikeshare,995,Missing
person,work_offers_carshare,0,Not selected
person,work_offers_carshare,1,Selected
person,work_offers_carshare,995,Missing
person,work_offers_incentives,0,Not selected
person,work_offers_incentives,1,Selected
person,work_offers_incentives,995,Missing
person,work_offers_parking,0,Not selected
person,work_offers_parking,1,Selected
person,work_offers_parking,995,Missing
person,work_offers_shuttle,0,Not selected
person,work_offers_shuttle,1,Selected
person,work_offers_shuttle,995,Missing
person,work_offers_tnc,0,Not selected
person,work_offers_tnc,1,Selected
person,work_offers_tnc,995,Missing
person,work_offers_transit,0,Not selected
person,work_offers_transit,1,Selected
person,work_offers_transit,995,Missing
person,work_offers_vanpool,0,Not selected
person,work_offers_vanpool,1,Selected
person,work_offers_vanpool,995,Missing
person,work_offers_none,0,Not selected
person,work_offers_none,1,Selected
person,work_offers_none,995,Missing
person,work_offers_dk,0,Not selected
person,work_offers_dk,1,Selected
person,work_offers_dk,995,Missing
person,work_uses_bike_tune,0,Not selected
person,work_uses_bike_tune,1,Selected
person,work_uses_bike_tune,995,Missing
person,work_uses_bikeshare,0,Not selected
person,work_uses_bikeshare,1,Selected
person,work_uses_bikeshare,995,Missing
person,work_uses_carshare,0,Not selected
person,work_uses_carshare,1,Selected
person,work_uses_carshare,995,Missing
person,work_uses_incentives,0,Not selected
person,work_uses_incentives,1,Selected
person,work_uses_incentives,995,Missing
person,work_uses_parking,0,Not selected
person,work_uses_parking,1,Selected
person,work_uses_parking,995,Missing
person,work_uses_shuttle,0,Not selected
person,work_uses_shuttle,1,Selected
person,work_uses_shuttle,995,Missing
person,work_uses_tnc,0,Not selected
person,work_uses_tnc,1,Selected
person,work_uses_tnc,995,Missing
person,work_uses_transit,0,Not selected
person,work_uses_transit,1,Selected
person,work_uses_transit,995,Missing
person,work_uses_vanpool,0,Not selected
person,work_uses_vanpool,1,Selected
person,work_uses_vanpool,995,Missing
person,work_uses_none,0,Not selected
person,work_uses_none,1,Selected
person,work_uses_none,995,Missing
person,work_vehicle_park,3,Parking lot/ramp/garage
person,work_vehicle_park,4,On-street parking
person,work_vehicle_park,5,Park & Ride lot
person,work_vehicle_park,6,"Don't park (e.g., get dropped off)"
person,work_vehicle_park,7,Other
person,work_vehicle_park,995,Missing
person,workplace_post_covid,1,Yes
person,workplace_post_covid,2,No
person,workplace_post_covid,995,Missing
person,telework_freq,1,6-7 days a week
person,telework_freq,2,5 days a week
person,telework_freq,3,4 days a week
person,telework_freq,4,2-3 days a week
person,telework_freq,5,1 day a week
person,telework_freq,6,1 day every 2 weeks
person,telework_freq,7,1-3 days a month
person,telework_freq,8,Less than monthly
person,telework_freq,995,Missing
person,telework_freq,996,Never
person,commute_freq,1,6-7 days a week
person,commute_freq,2,5 days a week
person,commute_freq,3,4 days a week
person,commute_freq,4,3 days a week
person,commute_freq,5,2 days a week
person,commute_freq,6,1 day a week
person,commute_freq,7,9 days every 2 weeks
person,commute_freq,8,1-3 days a month
person,commute_freq,9,Never
person,commute_freq,10,Less than monthly
person,commute_freq,995,Missing
person,commute_freq_pre_covid,1,6-7 days a week
person,commute_freq_pre_covid,2,5 days a week
person,commute_freq_pre_covid,3,4 days a week
person,commute_freq_pre_covid,4,3 days a week
person,commute_freq_pre_covid,5,2 days a week
person,commute_freq_pre_covid,6,1 day a week
person,commute_freq_pre_covid,7,9 days every 2 weeks
person,commute_freq_pre_covid,8,1-3 days a month
person,commute_freq_pre_covid,9,Never
person,commute_freq_pre_covid,10,Less than monthly
person,commute_freq_pre_covid,995,Missing
person,other_school_mode_season_1,0,Not selected
person,other_school_mode_season_1,1,Selected
person,other_school_mode_season_1,995,Missing
person,other_school_mode_season_2,0,Not selected
person,other_school_mode_season_2,1,Selected
person,other_school_mode_season_2,995,Missing
person,other_school_mode_season_3,0,Not selected
person,other_school_mode_season_3,1,Selected
person,other_school_mode_season_3,995,Missing
person,other_school_mode_season_4,0,Not selected
person,other_school_mode_season_4,1,Selected
person,other_school_mode_season_4,995,Missing
person,other_work_mode_season_1,0,Not selected
person,other_work_mode_season_1,1,Selected
person,other_work_mode_season_1,995,Missing
person,other_work_mode_season_2,0,Not selected
person,other_work_mode_season_2,1,Selected
person,other_work_mode_season_2,995,Missing
person,other_work_mode_season_3,0,Not selected
person,other_work_mode_season_3,1,Selected
person,other_work_mode_season_3,995,Missing
person,other_work_mode_season_4,0,Not selected
person,other_work_mode_season_4,1,Selected
person,other_work_mode_season_4,995,Missing
person,share_work_1,0,Not selected
person,share_work_1,1,"I drive passengers for Uber, Lyft, or another smartphone-app ride service"
person,share_work_1,995,Missing
person,share_work_2,0,Not selected
person,share_work_2,1,"I deliver packages for a smartphone-app service (e.g., Amazon Flex)"
person,share_work_2,995,Missing
person,share_work_3,0,Not selected
person,share_work_3,1,"I deliver food/groceries for a smartphone-app service (e.g., DoorDash, Uber Eats)"
person,share_work_3,995,Missing
person,share_work_4,0,Not selected
person,share_work_4,1,"I rent a personal vehicle for money (e.g., Turo)"
person,share_work_4,995,Missing
person,share_work_5,0,Not selected
person,share_work_5,1,I redistribute bicycles for a bikeshare company
person,share_work_5,995,Missing
person,share_work_6,0,Not selected
person,share_work_6,1,I redistribute scooters for a scooter share company
person,share_work_6,995,Missing
person,share_work_996,0,Not selected
person,share_work_996,1,None of the above
person,share_work_996,995,Missing
person,share_work_997,0,Not selected
person,share_work_997,1,Other for-hire service related to transportation
person,share_work_997,995,Missing
person,uses_bus,0,Not selected
person,uses_bus,1,SouthWest Prime or MVTA Connect
person,uses_bus,995,Missing
person,uses_carshare,0,Not selected
person,uses_carshare,1,Carshare
person,uses_carshare,995,Missing
person,uses_moped,0,Not selected
person,uses_moped,1,"Moped share (e.g., Scoot)"
person,uses_moped,995,Missing
person,uses_p2p_share,0,Not selected
person,uses_p2p_share,1,"Peer-to-peer car rental (e.g., Turo)"
person,uses_p2p_share,995,Missing
person,uses_scooter,0,Not selected
person,uses_scooter,1,"Scooter share (e.g., Bird, Lime, Nice Ride, Lyft)"
person,uses_scooter,995,Missing
person,uses_tnc,0,Not selected
person,uses_tnc,1,"Uber, Lyft, or other smartphone-app ride service"
person,uses_tnc,995,Missing
person,uses_vanpool,0,Not selected
person,uses_vanpool,1,Vanpool
person,uses_vanpool,995,Missing
person,uses_bikeshare,0,Not selected
person,uses_bikeshare,1,"Bikeshare (e.g., Nice Ride, Lyft)"
person,uses_bikeshare,995,Missing
person,vanpool_freq,1,6-7 days a week
person,vanpool_freq,2,5 days a week
person,vanpool_freq,3,4 days a week
person,vanpool_freq,4,2-3 days a week
person,vanpool_freq,5,1 day a week
person,vanpool_freq,6,1-3 days a month
person,vanpool_freq,7,Less than monthly
person,vanpool_freq,995,Missing
person,tnc_freq,1,6-7 days a week
person,tnc_freq,2,5 days a week
person,tnc_freq,3,4 days a week
person,tnc_freq,4,2-3 days a week
person,tnc_freq,5,1 day a week
person,tnc_freq,6,1-3 days a month
person,tnc_freq,7,Less than monthly
person,tnc_freq,995,Missing
person,tnc_work_hours,1,50 or more
person,tnc_work_hours,2,40 to 49
person,tnc_work_hours,3,35 to 39
person,tnc_work_hours,4,30 to 34
person,tnc_work_hours,5,20 to 29
person,tnc_work_hours,6,10 to 19
person,tnc_work_hours,7,Fewer than 10
person,tnc_work_hours,8,Hours vary greatly week to week
person,tnc_work_hours,995,Missing
person,transit_freq,1,6-7 days a week
person,transit_freq,2,5 days a week
person,transit_freq,3,4 days a week
person,transit_freq,4,2-3 days a week
person,transit_freq,5,1 day a week
person,transit_freq,6,1-3 days a month
person,transit_freq,7,Less than monthly
person,transit_freq,995,Missing
person,transit_freq,996,Never
person,peer_rent_freq,1,6-7 days a week
person,peer_rent_freq,2,5 days a week
person,peer_rent_freq,3,4 days a week
person,peer_rent_freq,4,2-3 days a week
person,peer_rent_freq,5,1 day a week
person,peer_rent_freq,6,1-3 days a month
person,peer_rent_freq,7,Less than monthly
person,peer_rent_freq,995,Missing
person,scoot_share_freq,1,6-7 days a week
person,scoot_share_freq,2,5 days a week
person,scoot_share_freq,3,4 days a week
person,scoot_share_freq,4,2-3 days a week
person,scoot_share_freq,5,1 day a week
person,scoot_share_freq,6,1-3 days a month
person,scoot_share_freq,7,Less than monthly
person,scoot_share_freq,995,Missing
person,moped_share_freq,1,6-7 days a week
person,moped_share_freq,2,5 days a week
person,moped_share_freq,3,4 days a week
person,moped_share_freq,4,2-3 days a week
person,moped_share_freq,5,1 day a week
person,moped_share_freq,6,1-3 days a month
person,moped_share_freq,7,Less than monthly
person,moped_share_freq,995,Missing
person,carshare_freq,1,6-7 days a week
person,carshare_freq,2,5 days a week
person,carshare_freq,3,4 days a week
person,carshare_freq,4,2-3 days a week
person,carshare_freq,5,1 day a week
person,carshare_freq,6,1-3 days a month
person,carshare_freq,7,Less than monthly
person,carshare_freq,995,Missing
person,bikeshare_freq,1,6-7 days a week
person,bikeshare_freq,2,5 days a week
person,bikeshare_freq,3,4 days a week
person,bikeshare_freq,4,2-3 days a week
person,bikeshare_freq,5,1 day a week
person,bikeshare_freq,6,1-3 days a month
person,bikeshare_freq,7,Less than monthly
person,bikeshare_freq,995,Missing
person,bike_freq,1,6-7 days a week
person,bike_freq,2,5 days a week
person,bike_freq,3,4 days a week
person,bike_freq,4,2-3 days a week
person,bike_freq,5,1 day a week
person,bike_freq,6,1-3 days a month
person,bike_freq,7,Less than monthly
person,bike_freq,995,Missing
person,bike_freq,996,Never
person,no_shared_mobility,0,Not selected
person,no_shared_mobility,1,None of the above
person,no_shared_mobility,995,Missing
person,transportation_barriers_1,0,Not selected
person,transportation_barriers_1,1,Parking was too expensive
person,transportation_barriers_1,995,Missing
person,transportation_barriers_2,0,Not selected
person,transportation_barriers_2,1,Vehicle was not working
person,transportation_barriers_2,995,Missing
person,transportation_barriers_3,0,Not selected
person,transportation_barriers_3,1,Vehicle was not available
person,transportation_barriers_3,995,Missing
person,transportation_barriers_4,0,Not selected
person,transportation_barriers_4,1,Bus was not running
person,transportation_barriers_4,995,Missing
person,transportation_barriers_5,0,Not selected
person,transportation_barriers_5,1,This has not happened in the past 7 days
person,transportation_barriers_5,995,Missing
person,transportation_barriers_997,0,Not selected
person,transportation_barriers_997,1,Other
person,transportation_barriers_997,995,Missing
person,transportation_barriers_999,0,Not selected
person,transportation_barriers_999,1,Prefer not to answer
person,transportation_barriers_999,995,Missing
person,vehicle_name,6,Household vehicle 1
person,vehicle_name,7,Household vehicle 2
person,vehicle_name,8,Household vehicle 3
person,vehicle_name,9,Household vehicle 4
person,vehicle_name,10,Household vehicle 5
person,vehicle_name,11,Household vehicle 6
person,vehicle_name,18,"A carshare vehicle (e.g., Zipcar)"
person,vehicle_name,995,Missing
person,vehicle_name,996,None (I do not drive a vehicle)
person,vehicle_name,997,Other vehicle
person,vehicle_purchase,1,Very likely
person,vehicle_purchase,2,Somewhat likely
person,vehicle_purchase,3,Neutral
person,vehicle_purchase,4,Somewhat unlikely
person,vehicle_purchase,5,Very unlikely
person,vehicle_purchase,995,Missing
person,home_vehicle_park,1,Home driveway/garage
person,home_vehicle_park,2,Parking lot/ramp/garage
person,home_vehicle_park,3,On-street parking
person,home_vehicle_park,995,Missing
person,home_vehicle_park,997,Other
person,home_vehicle_park_pay,1,Yes
person,home_vehicle_park_pay,2,No
person,home_vehicle_park_pay,995,Missing
person,ev_purchase,1,"Yes, I have considered purchasing a fully electric vehicle and may purchase one in the next few years"
person,ev_purchase,2,"Yes, I have considered purchasing a fully electric vehicle, but am NOT likely to purchase one in the next few years"
person,ev_purchase,3,"No, I have not considered purchasing a fully electric vehicle"
person,ev_purchase,4,"Yes, I have already purchased a fully electric vehicle but no longer own it, or do not drive it as my primary vehicle"
person,ev_purchase,995,Missing
person,ev_outlet,1,Yes
person,ev_outlet,2,No
person,ev_outlet,995,Missing
person,ev_typical_charge_1,0,Not selected
person,ev_typical_charge_1,1,Selected
person,ev_typical_charge_1,995,Missing
person,ev_typical_charge_2,0,Not selected
person,ev_typical_charge_2,1,Selected
person,ev_typical_charge_2,995,Missing
person,ev_typical_charge_3,0,Not selected
person,ev_typical_charge_3,1,Selected
person,ev_typical_charge_3,995,Missing
person,ev_typical_charge_4,0,Not selected
person,ev_typical_charge_4,1,Selected
person,ev_typical_charge_4,995,Missing
person,ev_typical_charge_5,0,Not selected
person,ev_typical_charge_5,1,Selected
person,ev_typical_charge_5,995,Missing
person,ev_typical_charge_6,0,Not selected
person,ev_typical_charge_6,1,Selected
person,ev_typical_charge_6,995,Missing
person,ev_typical_charge_997,0,Not selected
person,ev_typical_charge_997,1,Selected
person,ev_typical_charge_997,995,Missing
person,language_at_home,1,English
person,language_at_home,2,Hmong
person,language_at_home,3,Karen
person,language_at_home,4,Oromo
person,language_at_home,5,Somali
person,language_at_home,6,Spanish
person,language_at_home,995,Missing
person,language_at_home,997,Other
person,language_at_home,999,Prefer not to answer
person,num_person_days,1,1 day
person,num_person_days,2,2 days
person,num_person_days,3,3 days
person,num_person_days,4,4 days
person,num_person_days,5,5 days
person,num_person_days,6,6 days
person,num_person_days,7,7 days
person,second_home,0,Does not regularly spend night at second home
person,second_home,1,Regularly spends night at second home
person,second_home,995,Missing
person,second_home_all,1,No
person,second_home_all,2,Yes
person,second_home_all,995,Missing
person,participate,1,Yes
person,participate,2,No
person,participate,995,Missing
person,work_zone,1,Anoka County
person,work_zone,2,Carver County
person,work_zone,3,Dakota County
person,work_zone,4,Hennepin County
person,work_zone,5,Ramsey County
person,work_zone,6,Scott County
person,work_zone,7,Washington County
person,work_zone,8,MPO outside seven counties
person,work_zone,9,"In study region, but not in MPO"
person,work_zone,10,Not in study region
person,school_zone,1,Anoka County
person,school_zone,2,Carver County
person,school_zone,3,Dakota County
person,school_zone,4,Hennepin County
person,school_zone,5,Ramsey County
person,school_zone,6,Scott County
person,school_zone,7,Washington County
person,school_zone,8,MPO outside seven counties
person,school_zone,9,"In study region, but not in MPO"
person,school_zone,10,Not in study region
vehicle,vehicle_num,1,Household vehicle 1
vehicle,vehicle_num,2,Household vehicle 2
vehicle,vehicle_num,3,Household vehicle 3
vehicle,vehicle_num,4,Household vehicle 4
vehicle,vehicle_num,5,Household vehicle 5
vehicle,vehicle_num,6,Household vehicle 6
vehicle,vehicle_num,7,Household vehicle 7
vehicle,vehicle_num,8,Household vehicle 8
vehicle,fuel,1,Gas
vehicle,fuel,2,Hybrid (HEV)
vehicle,fuel,3,Plug-in hybrid (PHEV)
vehicle,fuel,4,Electric (EV)
vehicle,fuel,5,Diesel
vehicle,fuel,6,Flex fuel (FFV)
vehicle,fuel,7,"Other (e.g., natural gas, bio-diesel)"
vehicle,fuel,995,Missing
vehicle,vehicle_ownership,1,Owned (making payments)
vehicle,vehicle_ownership,2,Leased
vehicle,vehicle_ownership,3,Employer provided
vehicle,vehicle_ownership,4,Fully owned (not making payments)
vehicle,vehicle_ownership,995,Missing
vehicle,vehicle_ownership,997,Other
vehicle,vehicle_cost,1,Less than $250
vehicle,vehicle_cost,2,$250-$499
vehicle,vehicle_cost,3,$500-$749
vehicle,vehicle_cost,4,$750-$999
vehicle,vehicle_cost,5,"$1,000 or more"
vehicle,vehicle_cost,995,Missing
vehicle,vehicle_cost,998,Don't know
vehicle,vehicle_cost,999,Prefer not to answer
vehicle,toll_transponder,1,No
vehicle,toll_transponder,2,Yes
vehicle,toll_transponder,995,Missing
day,travel_dow,1,Monday
day,travel_dow,2,Tuesday
day,travel_dow,3,Wednesday
day,travel_dow,4,Thursday
day,travel_dow,5,Friday
day,travel_dow,6,Saturday
day,travel_dow,7,Sunday
day,travel_dow,995,Missing
day,day_complete,0,No
day,day_complete,1,Yes
day,day_complete,995,Missing
day,daily_complete,0,No
day,daily_complete,1,Yes
day,daily_complete,995,Missing
day,hh_day_complete,0,No
day,hh_day_complete,1,Yes
day,hh_day_complete,995,Missing
day,proxy_complete,0,No
day,proxy_complete,1,Yes
day,proxy_complete,995,Missing
day,made_travel,1,"Yes, made trips this day"
day,made_travel,2,"No, did not go anywhere or make trips this day"
day,made_travel,995,Missing
day,made_travel,998,Don't know
day,made_travel,999,Prefer not to answer
day,no_travel_delivery,0,Not selected
day,no_travel_delivery,1,Selected
day,no_travel_delivery,995,Missing
day,no_travel_home_school,0,Not selected
day,no_travel_home_school,1,Selected
day,no_travel_home_school,995,Missing
day,no_travel_house_work,0,Not selected
day,no_travel_house_work,1,Selected
day,no_travel_house_work,995,Missing
day,no_travel_kids_break,0,Not selected
day,no_travel_kids_break,1,Selected
day,no_travel_kids_break,995,Missing
day,no_travel_no_transport,0,Not selected
day,no_travel_no_transport,1,Selected
day,no_travel_no_transport,995,Missing
day,no_travel_no_work,0,Not selected
day,no_travel_no_work,1,Selected
day,no_travel_no_work,995,Missing
day,no_travel_sick,0,Not selected
day,no_travel_sick,1,Selected
day,no_travel_sick,995,Missing
day,no_travel_telework,0,Not selected
day,no_travel_telework,1,Selected
day,no_travel_telework,995,Missing
day,no_travel_weather,0,Not selected
day,no_travel_weather,1,Selected
day,no_travel_weather,995,Missing
day,no_travel_adult_traveled,0,Not selected
day,no_travel_adult_traveled,1,Selected
day,no_travel_adult_traveled,995,Missing
day,no_travel_proxy_traveled,0,Not selected
day,no_travel_proxy_traveled,1,Selected
day,no_travel_proxy_traveled,995,Missing
day,no_travel_other,0,Not selected
day,no_travel_other,1,Selected
day,no_travel_other,995,Missing
day,shop_online,1,Yes
day,shop_online,2,No
day,shop_online,995,Missing
day,begin_day,1,Home
day,begin_day,2,"Someone else's home (e.g., friend)"
day,begin_day,3,Work
day,begin_day,4,"Their other home (e.g., other parent, partner, second home)"
day,begin_day,5,"Traveling (e.g., red-eye flight)"
day,begin_day,7,"Temporary lodging (e.g., hotel, vacation rental)"
day,begin_day,995,Missing
day,begin_day,997,Other
day,end_day,1,Home
day,end_day,2,"Someone else's home (e.g., friend)"
day,end_day,3,Work
day,end_day,4,"Their other home (e.g., other parent, partner, second home)"
day,end_day,5,"Traveling (e.g., red-eye flight)"
day,end_day,7,"Temporary lodging (e.g., hotel, vacation rental)"
day,end_day,995,Missing
day,end_day,997,Other
day,attend_school_1,0,Not selected
day,attend_school_1,1,Selected
day,attend_school_1,995,Missing
day,attend_school_2,0,Not selected
day,attend_school_2,1,Selected
day,attend_school_2,995,Missing
day,attend_school_3,0,Not selected
day,attend_school_3,1,Selected
day,attend_school_3,995,Missing
day,attend_school_998,0,Not selected
day,attend_school_998,1,Selected
day,attend_school_998,995,Missing
day,attend_school_999,0,Not selected
day,attend_school_999,1,Selected
day,attend_school_999,995,Missing
day,attend_school_no_1,0,Not selected
day,attend_school_no_1,1,Selected
day,attend_school_no_1,995,Missing
day,attend_school_no_2,0,Not selected
day,attend_school_no_2,1,Selected
day,attend_school_no_2,995,Missing
day,attend_school_no_3,0,Not selected
day,attend_school_no_3,1,Selected
day,attend_school_no_3,995,Missing
day,attend_school_no_4,0,Not selected
day,attend_school_no_4,1,Selected
day,attend_school_no_4,995,Missing
day,attend_school_no_5,0,Not selected
day,attend_school_no_5,1,Selected
day,attend_school_no_5,995,Missing
day,attend_school_no_6,0,Not selected
day,attend_school_no_6,1,Selected
day,attend_school_no_6,995,Missing
