Station,Date,Measurement,Value,a,b,c,d
USW00014922,19571227,WT18,1,,,X,
USW00014922,19571229,WT18,1,,,X,
USW00014922,19571230,WT18,1,,,X,
USW00014922,19571231,WT18,1,,,X,
USW00014922,19580101,TMAX,-111,,,0,2400
USW00014922,19580102,TMAX,-128,,,0,2400
USW00014922,19580103,TMAX,-50,,,0,2400
USW00014922,19580104,TMAX,-22,,,0,2400
USW00014922,19580105,TMAX,50,,,0,2400
USW00014922,19580106,TMAX,17,,,0,2400
USW00014922,19580107,TMAX,-78,,,0,2400
USW00014922,19580108,TMAX,17,,,0,2400
USW00014922,19580109,TMAX,56,,,0,2400
USW00014922,19580110,TMAX,50,,,0,2400
USW00014922,19580111,TMAX,39,,,0,2400
USW00014922,19580112,TMAX,72,,,0,2400
USW00014922,19580113,TMAX,33,,,0,2400
USW00014922,19580114,TMAX,22,,,0,2400
USW00014922,19580115,TMAX,6,,,0,2400
USW00014922,19580116,TMAX,6,,,0,2400
USW00014922,19580117,TMAX,-11,,,0,2400
USW00014922,19580118,TMAX,-39,,,0,2400
USW00014922,19580119,TMAX,-22,,,0,2400
USW00014922,19580120,TMAX,-44,,,0,2400
USW00014922,19580121,TMAX,-56,,,0,2400
USW00014922,19580122,TMAX,-6,,,0,2400
USW00014922,19580123,TMAX,-17,,,0,2400
USW00014922,19580124,TMAX,11,,,0,2400
USW00014922,19580125,TMAX,-11,,,0,2400
USW00014922,19580126,TMAX,-11,,,0,2400
USW00014922,19580127,TMAX,-33,,,0,2400
USW00014922,19580128,TMAX,-56,,,0,2400
USW00014922,19580129,TMAX,-61,,,0,2400
USW00014922,19580130,TMAX,-50,,,0,2400
USW00014922,19580131,TMAX,-83,,,0,2400
USW00014922,19580101,TMIN,-189,,,0,2400
USW00014922,19580102,TMIN,-189,,,0,2400
USW00014922,19580103,TMIN,-189,,,0,2400
USW00014922,19580104,TMIN,-150,,,0,2400
USW00014922,19580105,TMIN,-83,,,0,2400
USW00014922,19580106,TMIN,-144,,,0,2400
USW00014922,19580107,TMIN,-194,,,0,2400
USW00014922,19580108,TMIN,-106,,,0,2400
USW00014922,19580109,TMIN,-89,,,0,2400
USW00014922,19580110,TMIN,-39,,,0,2400
USW00014922,19580111,TMIN,-56,,,0,2400
USW00014922,19580112,TMIN,-17,,,0,2400
USW00014922,19580113,TMIN,-33,,,0,2400
USW00014922,19580114,TMIN,-28,,,0,2400
USW00014922,19580115,TMIN,-33,,,0,2400
USW00014922,19580116,TMIN,-11,,,0,2400
USW00014922,19580117,TMIN,-72,,,0,2400
USW00014922,19580118,TMIN,-106,,,0,2400
USW00014922,19580119,TMIN,-72,,,0,2400
USW00014922,19580120,TMIN,-83,,,0,2400
USW00014922,19580121,TMIN,-117,,,0,2400
USW00014922,19580122,TMIN,-111,,,0,2400
USW00014922,19580123,TMIN,-50,,,0,2400
USW00014922,19580124,TMIN,-56,,,0,2400
USW00014922,19580125,TMIN,-61,,,0,2400
USW00014922,19580126,TMIN,-33,,,0,2400
USW00014922,19580127,TMIN,-61,,,0,2400
USW00014922,19580128,TMIN,-78,,,0,2400
USW00014922,19580129,TMIN,-78,,,0,2400
USW00014922,19580130,TMIN,-122,,,0,2400
USW00014922,19580131,TMIN,-144,,,0,2400
USW00014922,19580101,PRCP,3,,,0,
USW00014922,19580102,PRCP,0,,,0,
USW00014922,19580103,PRCP,0,,,0,
USW00014922,19580104,PRCP,0,,,0,
USW00014922,19580105,PRCP,0,,,0,
USW00014922,19580106,PRCP,0,T,,0,
USW00014922,19580107,PRCP,0,,,0,
USW00014922,19580108,PRCP,0,,,0,
USW00014922,19580109,PRCP,0,,,0,
USW00014922,19580110,PRCP,0,,,0,
USW00014922,19580111,PRCP,0,,,0,
USW00014922,19580112,PRCP,0,,,0,
USW00014922,19580113,PRCP,0,T,,0,
USW00014922,19580114,PRCP,0,T,,0,
USW00014922,19580115,PRCP,8,,,0,
USW00014922,19580116,PRCP,0,T,,0,
USW00014922,19580117,PRCP,0,T,,0,
USW00014922,19580118,PRCP,0,T,,0,
USW00014922,19580119,PRCP,0,T,,0,
USW00014922,19580120,PRCP,0,T,,0,
USW00014922,19580121,PRCP,0,T,,0,
USW00014922,19580122,PRCP,0,T,,0,
USW00014922,19580123,PRCP,0,T,,0,
USW00014922,19580124,PRCP,0,T,,0,
USW00014922,19580125,PRCP,10,,,0,
USW00014922,19580126,PRCP,25,,,0,
USW00014922,19580127,PRCP,0,T,,0,
USW00014922,19580128,PRCP,8,,,0,
USW00014922,19580129,PRCP,0,T,,0,
USW00014922,19580130,PRCP,0,T,,0,
USW00014922,19580131,PRCP,0,,,0,
USW00014922,19580101,SNOW,3,,,0,
USW00014922,19580102,SNOW,0,,,0,
USW00014922,19580103,SNOW,0,,,0,
USW00014922,19580104,SNOW,0,,,0,
USW00014922,19580105,SNOW,0,,,0,
USW00014922,19580106,SNOW,0,T,,0,
USW00014922,19580107,SNOW,0,,,0,
USW00014922,19580108,SNOW,0,,,0,
USW00014922,19580109,SNOW,0,,,0,
USW00014922,19580110,SNOW,0,,,0,
USW00014922,19580111,SNOW,0,,,0,
USW00014922,19580112,SNOW,0,,,0,
USW00014922,19580113,SNOW,0,T,,0,
USW00014922,19580114,SNOW,0,T,,0,
USW00014922,19580115,SNOW,8,,,0,
USW00014922,19580116,SNOW,0,T,,0,
USW00014922,19580117,SNOW,0,T,,0,
USW00014922,19580118,SNOW,0,T,,0,
USW00014922,19580119,SNOW,0,T,,0,
USW00014922,19580120,SNOW,0,T,,0,
USW00014922,19580121,SNOW,0,T,,0,
USW00014922,19580122,SNOW,0,T,,0,
USW00014922,19580123,SNOW,0,T,,0,
USW00014922,19580124,SNOW,0,T,,0,
USW00014922,19580125,SNOW,10,,,0,
USW00014922,19580126,SNOW,33,,,0,
USW00014922,19580127,SNOW,0,T,,0,
USW00014922,19580128,SNOW,8,,,0,
USW00014922,19580129,SNOW,0,T,,0,
USW00014922,19580130,SNOW,0,T,,0,
USW00014922,19580131,SNOW,0,,,0,
USW00014922,19580101,SNWD,0,T,,0,
USW00014922,19580102,SNWD,0,T,,0,
USW00014922,19580103,SNWD,0,T,,0,
USW00014922,19580104,SNWD,0,T,,0,
USW00014922,19580105,SNWD,0,T,,0,
USW00014922,19580106,SNWD,0,T,,0,
USW00014922,19580107,SNWD,0,T,,0,
USW00014922,19580108,SNWD,0,T,,0,
USW00014922,19580109,SNWD,0,,,0,
USW00014922,19580110,SNWD,0,,,0,
USW00014922,19580111,SNWD,0,,,0,
USW00014922,19580112,SNWD,0,,,0,
USW00014922,19580113,SNWD,0,,,0,
USW00014922,19580114,SNWD,0,,,0,
USW00014922,19580115,SNWD,0,,,0,
USW00014922,19580116,SNWD,0,T,,0,
USW00014922,19580117,SNWD,0,T,,0,
USW00014922,19580118,SNWD,0,T,,0,
USW00014922,19580119,SNWD,0,T,,0,
USW00014922,19580120,SNWD,0,T,,0,
USW00014922,19580121,SNWD,0,T,,0,
USW00014922,19580122,SNWD,0,T,,0,
USW00014922,19580123,SNWD,0,T,,0,
USW00014922,19580124,SNWD,0,T,,0,
USW00014922,19580125,SNWD,0,T,,0,
USW00014922,19580126,SNWD,25,,,0,
USW00014922,19580127,SNWD,51,,,0,
USW00014922,19580128,SNWD,51,,,0,
USW00014922,19580129,SNWD,51,,,0,
USW00014922,19580130,SNWD,51,,,0,
USW00014922,19580131,SNWD,51,,,0,
USW00014922,19580127,WESD,36,,,X,
USW00014922,19580128,WESD,38,,,X,
USW00014922,19580129,WESD,43,,,X,
USW00014922,19580130,WESD,41,,,X,
USW00014922,19580131,WESD,41,,,X,
USW00014922,19580105,WT01,1,,,X,
USW00014922,19580113,WT01,1,,,X,
USW00014922,19580114,WT01,1,,,0,
USW00014922,19580115,WT01,1,,,0,
USW00014922,19580116,WT01,1,,,X,
USW00014922,19580118,WT01,1,,,0,
USW00014922,19580119,WT01,1,,,0,
USW00014922,19580122,WT01,1,,,X,
USW00014922,19580123,WT01,1,,,0,
USW00014922,19580124,WT01,1,,,X,
USW00014922,19580125,WT01,1,,,X,
USW00014922,19580126,WT01,1,,,0,
USW00014922,19580129,WT01,1,,,0,
USW00014922,19580115,WT06,1,,,0,
USW00014922,19580116,WT06,1,,,X,
USW00014922,19580118,WT06,1,,,X,
USW00014922,19580119,WT06,1,,,X,
USW00014922,19580122,WT06,1,,,0,
USW00014922,19580123,WT06,1,,,X,
USW00014922,19580103,WT08,1,,,0,
USW00014922,19580105,WT08,1,,,0,
USW00014922,19580112,WT08,1,,,0,
USW00014922,19580113,WT08,1,,,0,
USW00014922,19580116,WT08,1,,,0,
USW00014922,19580122,WT08,1,,,0,
USW00014922,19580124,WT08,1,,,0,
USW00014922,19580125,WT08,1,,,0,
USW00014922,19580113,WT14,1,,,0,
USW00014922,19580116,WT14,1,,,0,
USW00014922,19580113,WT16,1,,,X,
USW00014922,19580114,WT16,1,,,X,
USW00014922,19580115,WT16,1,,,X,
USW00014922,19580116,WT16,1,,,X,
USW00014922,19580118,WT16,1,,,X,
USW00014922,19580119,WT16,1,,,X,
USW00014922,19580122,WT16,1,,,X,
USW00014922,19580123,WT16,1,,,X,
USW00014922,19580101,WT18,1,,,X,
USW00014922,19580106,WT18,1,,,X,
USW00014922,19580113,WT18,1,,,X,
USW00014922,19580114,WT18,1,,,X,
USW00014922,19580115,WT18,1,,,X,
USW00014922,19580116,WT18,1,,,X,
USW00014922,19580117,WT18,1,,,X,
USW00014922,19580118,WT18,1,,,X,
USW00014922,19580119,WT18,1,,,X,
USW00014922,19580120,WT18,1,,,X,
USW00014922,19580121,WT18,1,,,X,
USW00014922,19580122,WT18,1,,,X,
USW00014922,19580123,WT18,1,,,X,
USW00014922,19580124,WT18,1,,,X,
USW00014922,19580125,WT18,1,,,X,
USW00014922,19580126,WT18,1,,,X,
USW00014922,19580127,WT18,1,,,X,
USW00014922,19580128,WT18,1,,,X,
USW00014922,19580129,WT18,1,,,X,
USW00014922,19580130,WT18,1,,,X,
USW00014922,19580201,TMAX,-94,,,0,2400
USW00014922,19580202,TMAX,-94,,,0,2400
USW00014922,19580203,TMAX,-28,,,0,2400
USW00014922,19580204,TMAX,-17,,,0,2400
USW00014922,19580205,TMAX,-22,,,0,2400
USW00014922,19580206,TMAX,-83,,,0,2400
USW00014922,19580207,TMAX,-139,,,0,2400
USW00014922,19580208,TMAX,-172,,,0,2400
USW00014922,19580209,TMAX,-139,,,0,2400
USW00014922,19580210,TMAX,-139,,,0,2400
USW00014922,19580211,TMAX,-128,,,0,2400
USW00014922,19580212,TMAX,-67,,,0,2400
USW00014922,19580213,TMAX,-56,,,0,2400
USW00014922,19580214,TMAX,-94,,,0,2400
USW00014922,19580215,TMAX,-167,,,0,2400
USW00014922,19580216,TMAX,-172,,,0,2400
USW00014922,19580217,TMAX,-133,,,0,2400
USW00014922,19580218,TMAX,-94,,,0,2400
USW00014922,19580219,TMAX,-56,,,0,2400
USW00014922,19580220,TMAX,0,,,0,2400
USW00014922,19580221,TMAX,17,,,0,2400
USW00014922,19580222,TMAX,56,,,0,2400
USW00014922,19580223,TMAX,150,,,0,2400
USW00014922,19580224,TMAX,100,,,0,2400
USW00014922,19580225,TMAX,133,,,0,2400
USW00014922,19580226,TMAX,150,,,0,2400
USW00014922,19580227,TMAX,67,,,0,2400
USW00014922,19580228,TMAX,-11,,,0,2400
USW00014922,19580201,TMIN,-144,,,0,2400
USW00014922,19580202,TMIN,-150,,,0,2400
USW00014922,19580203,TMIN,-189,,,0,2400
USW00014922,19580204,TMIN,-117,,,0,2400
USW00014922,19580205,TMIN,-89,,,0,2400
USW00014922,19580206,TMIN,-178,,,0,2400
USW00014922,19580207,TMIN,-206,,,0,2400
USW00014922,19580208,TMIN,-200,,,0,2400
USW00014922,19580209,TMIN,-217,,,0,2400
USW00014922,19580210,TMIN,-222,,,0,2400
USW00014922,19580211,TMIN,-194,,,0,2400
USW00014922,19580212,TMIN,-156,,,0,2400
USW00014922,19580213,TMIN,-161,,,0,2400
USW00014922,19580214,TMIN,-167,,,0,2400
USW00014922,19580215,TMIN,-239,,,0,2400
USW00014922,19580216,TMIN,-261,,,0,2400
USW00014922,19580217,TMIN,-239,,,0,2400
USW00014922,19580218,TMIN,-200,,,0,2400
USW00014922,19580219,TMIN,-189,,,0,2400
USW00014922,19580220,TMIN,-156,,,0,2400
USW00014922,19580221,TMIN,-78,,,0,2400
USW00014922,19580222,TMIN,-117,,,0,2400
USW00014922,19580223,TMIN,-6,,,0,2400
USW00014922,19580224,TMIN,6,,,0,2400
USW00014922,19580225,TMIN,-11,,,0,2400
USW00014922,19580226,TMIN,33,,,0,2400
USW00014922,19580227,TMIN,-11,,,0,2400
USW00014922,19580228,TMIN,-44,,,0,2400
USW00014922,19580201,PRCP,0,T,,0,
USW00014922,19580202,PRCP,3,,,0,
USW00014922,19580203,PRCP,0,,,0,
USW00014922,19580204,PRCP,0,,,0,
USW00014922,19580205,PRCP,0,,,0,
USW00014922,19580206,PRCP,0,,,0,
USW00014922,19580207,PRCP,0,,,0,
USW00014922,19580208,PRCP,0,T,,0,
USW00014922,19580209,PRCP,0,,,0,
USW00014922,19580210,PRCP,0,T,,0,
USW00014922,19580211,PRCP,5,,,0,
USW00014922,19580212,PRCP,0,T,,0,
USW00014922,19580213,PRCP,0,,,0,
USW00014922,19580214,PRCP,8,,,0,
USW00014922,19580215,PRCP,0,,,0,
USW00014922,19580216,PRCP,0,,,0,
USW00014922,19580217,PRCP,0,,,0,
USW00014922,19580218,PRCP,0,,,0,
USW00014922,19580219,PRCP,0,,,0,
USW00014922,19580220,PRCP,0,,,0,
USW00014922,19580221,PRCP,0,T,,0,
USW00014922,19580222,PRCP,0,,,0,
USW00014922,19580223,PRCP,0,,,0,
USW00014922,19580224,PRCP,0,,,0,
USW00014922,19580225,PRCP,0,,,0,
USW00014922,19580226,PRCP,23,,,0,
USW00014922,19580227,PRCP,13,,,0,
USW00014922,19580228,PRCP,10,,,0,
USW00014922,19580201,SNOW,0,T,,0,
USW00014922,19580202,SNOW,3,,,0,
USW00014922,19580203,SNOW,0,,,0,
USW00014922,19580204,SNOW,0,,,0,
USW00014922,19580205,SNOW,0,,,0,
USW00014922,19580206,SNOW,0,,,0,
USW00014922,19580207,SNOW,0,,,0,
USW00014922,19580208,SNOW,0,T,,0,
USW00014922,19580209,SNOW,0,,,0,
USW00014922,19580210,SNOW,0,T,,0,
USW00014922,19580211,SNOW,8,,,0,
USW00014922,19580212,SNOW,0,T,,0,
USW00014922,19580213,SNOW,0,,,0,
USW00014922,19580214,SNOW,10,,,0,
USW00014922,19580215,SNOW,0,,,0,
USW00014922,19580216,SNOW,0,,,0,
USW00014922,19580217,SNOW,0,,,0,
USW00014922,19580218,SNOW,0,,,0,
USW00014922,19580219,SNOW,0,,,0,
USW00014922,19580220,SNOW,0,,,0,
USW00014922,19580221,SNOW,0,,,0,
USW00014922,19580222,SNOW,0,,,0,
USW00014922,19580223,SNOW,0,,,0,
USW00014922,19580224,SNOW,0,,,0,
USW00014922,19580225,SNOW,0,,,0,
USW00014922,19580226,SNOW,0,,,0,
USW00014922,19580227,SNOW,0,,,0,
USW00014922,19580228,SNOW,10,,,0,
USW00014922,19580201,SNWD,51,,,0,
USW00014922,19580202,SNWD,25,,,0,
USW00014922,19580203,SNWD,25,,,0,
USW00014922,19580204,SNWD,25,,,0,
USW00014922,19580205,SNWD,25,,,0,
USW00014922,19580206,SNWD,25,,,0,
USW00014922,19580207,SNWD,25,,,0,
USW00014922,19580208,SNWD,25,,,0,
USW00014922,19580209,SNWD,25,,,0,
USW00014922,19580210,SNWD,25,,,0,
USW00014922,19580211,SNWD,25,,,0,
USW00014922,19580212,SNWD,25,,,0,
USW00014922,19580213,SNWD,25,,,0,
USW00014922,19580214,SNWD,25,,,0,
USW00014922,19580215,SNWD,25,,,0,
USW00014922,19580216,SNWD,25,,,0,
USW00014922,19580217,SNWD,25,,,0,
USW00014922,19580218,SNWD,25,,,0,
USW00014922,19580219,SNWD,25,,,0,
USW00014922,19580220,SNWD,25,,,0,
USW00014922,19580221,SNWD,25,,,0,
USW00014922,19580222,SNWD,25,,,0,
USW00014922,19580223,SNWD,0,T,,0,
USW00014922,19580224,SNWD,0,,,0,
USW00014922,19580225,SNWD,0,,,0,
USW00014922,19580226,SNWD,0,,,0,
USW00014922,19580227,SNWD,0,,,0,
USW00014922,19580228,SNWD,0,,,0,
USW00014922,19580201,WESD,38,,,X,
USW00014922,19580221,WT01,1,,,0,
USW00014922,19580224,WT01,1,,,0,
USW00014922,19580227,WT01,1,,,0,
USW00014922,19580221,WT06,1,,,0,
USW00014922,19580204,WT08,1,,,0,
USW00014922,19580205,WT08,1,,,0,
USW00014922,19580217,WT08,1,,,0,
USW00014922,19580226,WT08,1,,,0,
USW00014922,19580211,WT09,1,,,0,
USW00014922,19580221,WT16,1,,,X,
USW00014922,19580226,WT16,1,,,X,
USW00014922,19580227,WT16,1,,,X,
USW00014922,19580201,WT18,1,,,X,
USW00014922,19580202,WT18,1,,,X,
USW00014922,19580208,WT18,1,,,X,
USW00014922,19580210,WT18,1,,,X,
USW00014922,19580211,WT18,1,,,X,
USW00014922,19580212,WT18,1,,,X,
USW00014922,19580214,WT18,1,,,X,
USW00014922,19580228,WT18,1,,,X,
USW00014922,19580301,TMAX,-11,,,0,2400
USW00014922,19580302,TMAX,0,,,0,2400
USW00014922,19580303,TMAX,17,,,0,2400
USW00014922,19580304,TMAX,6,,,0,2400
USW00014922,19580305,TMAX,44,,,0,2400
USW00014922,19580306,TMAX,28,,,0,2400
USW00014922,19580307,TMAX,33,,,0,2400
USW00014922,19580308,TMAX,33,,,0,2400
USW00014922,19580309,TMAX,28,,,0,2400
USW00014922,19580310,TMAX,17,,,0,2400
USW00014922,19580311,TMAX,61,,,0,2400
USW00014922,19580312,TMAX,28,,,0,2400
USW00014922,19580313,TMAX,33,,,0,2400
USW00014922,19580314,TMAX,-11,,,0,2400
USW00014922,19580315,TMAX,-17,,,0,2400
USW00014922,19580316,TMAX,-6,,,0,2400
USW00014922,19580317,TMAX,17,,,0,2400
USW00014922,19580318,TMAX,22,,,0,2400
USW00014922,19580319,TMAX,17,,,X,2400
USW00014922,19580320,TMAX,-6,,,0,2400
USW00014922,19580321,TMAX,61,,,0,2400
USW00014922,19580322,TMAX,78,,,0,2400
USW00014922,19580323,TMAX,106,,,0,2400
USW00014922,19580324,TMAX,94,,,0,2400
USW00014922,19580325,TMAX,89,,,0,2400
USW00014922,19580326,TMAX,106,,,0,2400
USW00014922,19580327,TMAX,106,,,0,2400
USW00014922,19580328,TMAX,117,,,0,2400
USW00014922,19580329,TMAX,128,,,0,2400
USW00014922,19580330,TMAX,139,,,0,2400
USW00014922,19580331,TMAX,156,,,0,2400
USW00014922,19580301,TMIN,-44,,,0,2400
USW00014922,19580302,TMIN,-50,,,0,2400
USW00014922,19580303,TMIN,-44,,,0,2400
USW00014922,19580304,TMIN,-50,,,0,2400
USW00014922,19580305,TMIN,-61,,,0,2400
USW00014922,19580306,TMIN,-78,,,0,2400
USW00014922,19580307,TMIN,-44,,,0,2400
USW00014922,19580308,TMIN,-17,,,0,2400
USW00014922,19580309,TMIN,-44,,,0,2400
USW00014922,19580310,TMIN,-78,,,0,2400
USW00014922,19580311,TMIN,-56,,,0,2400
USW00014922,19580312,TMIN,-44,,,0,2400
USW00014922,19580313,TMIN,-44,,,0,2400
USW00014922,19580314,TMIN,-39,,,0,2400
USW00014922,19580315,TMIN,-56,,,0,2400
USW00014922,19580316,TMIN,-78,,,0,2400
USW00014922,19580317,TMIN,-22,,,0,2400
USW00014922,19580318,TMIN,-33,,,0,2400
USW00014922,19580319,TMIN,-39,,,X,2400
USW00014922,19580320,TMIN,-56,,,0,2400
USW00014922,19580321,TMIN,-67,,,0,2400
USW00014922,19580322,TMIN,-50,,,0,2400
USW00014922,19580323,TMIN,-28,,,0,2400
USW00014922,19580324,TMIN,-6,,,0,2400
USW00014922,19580325,TMIN,-33,,,0,2400
USW00014922,19580326,TMIN,-17,,,0,2400
USW00014922,19580327,TMIN,-6,,,0,2400
USW00014922,19580328,TMIN,-6,,,0,2400
USW00014922,19580329,TMIN,-22,,,0,2400
USW00014922,19580330,TMIN,39,,,0,2400
USW00014922,19580331,TMIN,44,,,0,2400
USW00014922,19580301,PRCP,33,,,0,
USW00014922,19580302,PRCP,13,,,0,
USW00014922,19580303,PRCP,0,,,0,
USW00014922,19580304,PRCP,0,,,0,
USW00014922,19580305,PRCP,23,,,0,
USW00014922,19580306,PRCP,0,,,0,
USW00014922,19580307,PRCP,0,,,0,
USW00014922,19580308,PRCP,0,,,0,
USW00014922,19580309,PRCP,0,,,0,
USW00014922,19580310,PRCP,0,,,0,
USW00014922,19580311,PRCP,0,,,0,
USW00014922,19580312,PRCP,0,,,0,
USW00014922,19580313,PRCP,0,T,,0,
USW00014922,19580314,PRCP,3,,,0,
USW00014922,19580315,PRCP,8,,,0,
USW00014922,19580316,PRCP,3,,,0,
USW00014922,19580317,PRCP,0,T,,0,
USW00014922,19580318,PRCP,0,T,,0,
USW00014922,19580319,PRCP,0,T,,X,
USW00014922,19580320,PRCP,0,,,0,
USW00014922,19580321,PRCP,0,,,0,
USW00014922,19580322,PRCP,0,,,0,
USW00014922,19580323,PRCP,0,,,0,
USW00014922,19580324,PRCP,0,,,0,
USW00014922,19580325,PRCP,0,,,0,
USW00014922,19580326,PRCP,0,,,0,
USW00014922,19580327,PRCP,0,,,0,
USW00014922,19580328,PRCP,0,,,0,
USW00014922,19580329,PRCP,0,,,0,
USW00014922,19580330,PRCP,0,,,0,
USW00014922,19580331,PRCP,0,,,0,
USW00014922,19580301,SNOW,36,,,0,
USW00014922,19580302,SNOW,15,,,0,
USW00014922,19580303,SNOW,0,,,0,
USW00014922,19580304,SNOW,0,,,0,
USW00014922,19580305,SNOW,23,,,0,
USW00014922,19580306,SNOW,0,,,0,
USW00014922,19580307,SNOW,0,,,0,
USW00014922,19580308,SNOW,0,,,0,
USW00014922,19580309,SNOW,0,,,0,
USW00014922,19580310,SNOW,0,,,0,
USW00014922,19580311,SNOW,0,,,0,
USW00014922,19580312,SNOW,0,,,0,
USW00014922,19580313,SNOW,3,,,0,
USW00014922,19580314,SNOW,3,,,0,
USW00014922,19580315,SNOW,8,,,0,
USW00014922,19580316,SNOW,3,,,0,
USW00014922,19580317,SNOW,0,T,,0,
USW00014922,19580318,SNOW,0,T,,0,
USW00014922,19580319,SNOW,0,T,,Z,
USW00014922,19580320,SNOW,0,,,0,
USW00014922,19580321,SNOW,0,,,0,
USW00014922,19580322,SNOW,0,,,0,
USW00014922,19580323,SNOW,0,,,0,
USW00014922,19580324,SNOW,0,,,0,
USW00014922,19580325,SNOW,0,,,0,
USW00014922,19580326,SNOW,0,,,0,
USW00014922,19580327,SNOW,0,,,0,
USW00014922,19580328,SNOW,0,,,0,
USW00014922,19580329,SNOW,0,,,0,
USW00014922,19580330,SNOW,0,,,0,
USW00014922,19580331,SNOW,0,,,0,
USW00014922,19580301,SNWD,25,,,0,
USW00014922,19580302,SNWD,51,,,0,
USW00014922,19580303,SNWD,51,,,0,
USW00014922,19580304,SNWD,51,,,0,
USW00014922,19580305,SNWD,51,,,0,
USW00014922,19580306,SNWD,51,,,0,
USW00014922,19580307,SNWD,25,,,0,
USW00014922,19580308,SNWD,25,,,0,
USW00014922,19580309,SNWD,0,T,,0,
USW00014922,19580310,SNWD,0,T,,0,
USW00014922,19580311,SNWD,0,T,,0,
USW00014922,19580312,SNWD,0,,,0,
USW00014922,19580313,SNWD,0,,,0,
USW00014922,19580314,SNWD,0,T,,0,
USW00014922,19580315,SNWD,0,T,,0,
USW00014922,19580316,SNWD,0,T,,0,
USW00014922,19580317,SNWD,0,T,,0,
USW00014922,19580318,SNWD,0,T,,0,
USW00014922,19580319,SNWD,0,,,X,
USW00014922,19580320,SNWD,0,,,0,
USW00014922,19580321,SNWD,0,,,0,
USW00014922,19580322,SNWD,0,,,0,
USW00014922,19580323,SNWD,0,,,0,
USW00014922,19580324,SNWD,0,,,0,
USW00014922,19580325,SNWD,0,,,0,
USW00014922,19580326,SNWD,0,,,0,
USW00014922,19580327,SNWD,0,,,0,
USW00014922,19580328,SNWD,0,,,0,
USW00014922,19580329,SNWD,0,,,0,
USW00014922,19580330,SNWD,0,,,0,
USW00014922,19580331,SNWD,0,,,0,
USW00014922,19580302,WESD,51,,,X,
USW00014922,19580303,WESD,51,,,X,
USW00014922,19580304,WESD,41,,,X,
USW00014922,19580305,WESD,38,,,X,
USW00014922,19580306,WESD,51,,,X,
USW00014922,19580328,WT08,1,,,0,
USW00014922,19580305,WT16,1,,,X,
USW00014922,19580301,WT18,1,,,X,
USW00014922,19580302,WT18,1,,,X,
USW00014922,19580305,WT18,1,,,X,
USW00014922,19580313,WT18,1,,,X,
USW00014922,19580314,WT18,1,,,X,
USW00014922,19580315,WT18,1,,,X,
USW00014922,19580316,WT18,1,,,X,
USW00014922,19580317,WT18,1,,,X,
USW00014922,19580318,WT18,1,,,X,
USW00014922,19580319,WT18,1,,,X,
USW00014922,19580401,TMAX,133,,,0,2400
USW00014922,19580402,TMAX,94,,,0,2400
USW00014922,19580403,TMAX,156,,,0,2400
USW00014922,19580404,TMAX,100,,,0,2400
USW00014922,19580405,TMAX,83,,,0,2400
USW00014922,19580406,TMAX,56,,,0,2400
USW00014922,19580407,TMAX,117,,,0,2400
USW00014922,19580408,TMAX,144,,,0,2400
USW00014922,19580409,TMAX,133,,,0,2400
USW00014922,19580410,TMAX,133,,,0,2400
USW00014922,19580411,TMAX,161,,,0,2400
USW00014922,19580412,TMAX,128,,,0,2400
USW00014922,19580413,TMAX,156,,,0,2400
USW00014922,19580414,TMAX,211,,,0,2400
USW00014922,19580415,TMAX,211,,,0,2400
USW00014922,19580416,TMAX,289,,,0,2400
USW00014922,19580417,TMAX,228,,,0,2400
USW00014922,19580418,TMAX,250,,,0,2400
USW00014922,19580419,TMAX,200,,,0,2400
USW00014922,19580420,TMAX,194,,,0,2400
USW00014922,19580421,TMAX,139,,,0,2400
USW00014922,19580422,TMAX,111,,,0,2400
USW00014922,19580423,TMAX,94,,,0,2400
USW00014922,19580424,TMAX,106,,,0,2400
USW00014922,19580425,TMAX,111,,,0,2400
USW00014922,19580426,TMAX,111,,,0,2400
USW00014922,19580427,TMAX,161,,,0,2400
USW00014922,19580428,TMAX,106,,,0,2400
USW00014922,19580429,TMAX,117,,,0,2400
USW00014922,19580430,TMAX,194,,,0,2400
USW00014922,19580401,TMIN,33,,,0,2400
USW00014922,19580402,TMIN,50,,,0,2400
USW00014922,19580403,TMIN,50,,,0,2400
USW00014922,19580404,TMIN,39,,,0,2400
USW00014922,19580405,TMIN,11,,,0,2400
USW00014922,19580406,TMIN,-11,,,0,2400
USW00014922,19580407,TMIN,-33,,,0,2400
USW00014922,19580408,TMIN,0,,,0,2400
USW00014922,19580409,TMIN,11,,,0,2400
USW00014922,19580410,TMIN,-6,,,0,2400
USW00014922,19580411,TMIN,6,,,0,2400
USW00014922,19580412,TMIN,22,,,0,2400
USW00014922,19580413,TMIN,11,,,0,2400
USW00014922,19580414,TMIN,44,,,0,2400
USW00014922,19580415,TMIN,83,,,0,2400
USW00014922,19580416,TMIN,78,,,0,2400
USW00014922,19580417,TMIN,117,,,0,2400
USW00014922,19580418,TMIN,67,,,0,2400
USW00014922,19580419,TMIN,100,,,0,2400
USW00014922,19580420,TMIN,78,,,0,2400
USW00014922,19580421,TMIN,56,,,0,2400
USW00014922,19580422,TMIN,11,,,0,2400
USW00014922,19580423,TMIN,33,,,0,2400
USW00014922,19580424,TMIN,28,,,0,2400
USW00014922,19580425,TMIN,-11,,,0,2400
